productType,brand,yearOfManufacture,conditionId,warrantyPolicy,mileage,rangePerCharge,batteryCapacity,batteryType,chargeCycles,batteryLifespan,maxSpeed,color,chargeTime,compatibleVehicle,FINAL_SALE_PRICE
car,Kia,2021,3,Hết bảo hành,15335.0,273,56.4 kWh,LFP,443,,160,Xám,7-8 giờ,,528970000
car,Vinfast,2023,3,Hết bảo hành,26817.0,345.0,51.9 kWh,NMC,557.0,,149.0,Đỏ,8 giờ,,600000000
car,Vinfast,2021,3,Hết bảo hành,12408.0,371,59.4 kWh,LFP,346.0,,172,Đỏ,7-8 giờ,,579860000
car,Wuling,2022,3,Hết bảo hành,47638.0,368.0,60.6 kWh,NMC,310,,152,Xám,6 giờ,,589850000
car,Vinfast,2023,3,Hết bảo hành,29668.0,253,54.5 kWh,NMC,246.0,,152,Trắng,9 giờ,,572080000
car,Vinfast,2023,3,Hết bảo hành,19900,334,42.1 kWh,NMC,191,,170,Bạc,10 giờ,,600000000
car,Hyundai,2021,3,Hết bảo hành,57233,296.0,57.4 kWh,LFP,546.0,,173,Xám,10 giờ,,519240000
car,Hyundai,2021,1,Còn bảo hành chính hãng,6772,299.0,59.7 kWh,NMC,583,,167.0,Xám,8 giờ,,545960000
car,Kia,2022,2,Hết bảo hành,28309.0,354,49.1 kWh,LFP,378.0,,178.0,Trắng,6 giờ,,592460000
car,Hyundai,2023,1,Còn bảo hành chính hãng,6054,314,52.7 kWh,NMC,210,,146.0,Đen,10 giờ,,600000000
car,Vinfast,2024,3,Hết bảo hành,65069.0,370,49.6 kWh,NMC,110,,148.0,Trắng,9 giờ,,600000000
car,Hyundai,2023,2,Hết bảo hành,28635.0,323,52.6 kWh,NMC,109.0,,162,Bạc,10 giờ,,600000000
car,Kia,2023,3,Hết bảo hành,19794,348.0,59.8 kWh,NMC,457.0,,142,Đỏ,6 giờ,,600000000
car,Hyundai,2024,2,Hết bảo hành,33489.0,321,44.6 kWh,LFP,372,,173,Đen,9 giờ,,600000000
car,Wuling,2022,2,Hết bảo hành,34693,314,50.9 kWh,LFP,432,,148.0,Bạc,9 giờ,,569840000
car,Vinfast,2023,2,Hết bảo hành,61134,337.0,54.2 kWh,NMC,582,,160,Đỏ,6 giờ,,598410000
car,Hyundai,2021,2,Hết bảo hành,32016.0,296.0,57.3 kWh,LFP,599.0,,177.0,Đỏ,6 giờ,,532260000
car,Kia,2021,3,Hết bảo hành,11868.0,263,46.8 kWh,NMC,390,,166.0,Bạc,6 giờ,,526040000
car,Wuling,2022,2,Hết bảo hành,62758.0,335.0,50.4 kWh,NMC,462,,154,Xám,8 giờ,,566340000
car,Vinfast,2024,2,Hết bảo hành,35371,296.0,44.9 kWh,NMC,596.0,,178.0,Đỏ,10 giờ,,600000000
car,Wuling,2024,2,Hết bảo hành,13505.0,250,44.3 kWh,LFP,321,,174,Trắng,9 giờ,,600000000
car,Wuling,2023,2,Hết bảo hành,40799.0,319.0,60.3 kWh,LFP,299.0,,153,Đỏ,8 giờ,,599170000
car,Vinfast,2023,2,Hết bảo hành,64997.0,378.0,44.2 kWh,LFP,282,,170,Đen,8 giờ,,600000000
car,Kia,2021,3,Hết bảo hành,45440,314,44.8 kWh,LFP,176.0,,175.0,Bạc,9 giờ,,534370000
car,Vinfast,2021,2,Hết bảo hành,14864,294,61 kWh,NMC,420,,155.0,Xám,8 giờ,,539750000
car,Wuling,2022,2,Hết bảo hành,63329.0,297.0,48.3 kWh,NMC,260,,140,Đen,8 giờ,,546680000
car,Kia,2022,2,Hết bảo hành,68040,379.0,51 kWh,LFP,560,,147.0,Đỏ,10 giờ,,585970000
car,Hyundai,2024,3,Hết bảo hành,69592,367.0,62.3 kWh,LFP,254,,175.0,Trắng,9 giờ,,600000000
car,Hyundai,2023,3,Hết bảo hành,23708.0,320,54.1 kWh,LFP,372,,147.0,Bạc,10 giờ,,600000000
car,Kia,2040,2,Hết bảo hành,60721,369.0,62 kWh,LFP,183,,160,Đen,6 giờ,,600000000
car,Vinfast,2021,2,Hết bảo hành,62681,360,64 kWh,LFP,200,,170,Đỏ,10 giờ,,548670000
car,Vinfast,2024,2,Hết bảo hành,49499.0,378.0,51.1 kWh,NMC,361,,147.0,Bạc,6 giờ,,600000000
car,Hyundai,2022,2,Hết bảo hành,39464,328.0,55.3 kWh,NMC,176.0,,171,Xám,7-8 giờ,,574220000
car,Wuling,2021,3,Hết bảo hành,34593,333,41.5 kWh,NMC,333,,149.0,Đỏ,6 giờ,,549150000
car,Kia,2022,3,Hết bảo hành,37713,259.0,43.1 kWh,LFP,166.0,,164,Bạc,7-8 giờ,,540610000
car,Wuling,2024,3,Hết bảo hành,19125.0,326.0,57.0 kWh,LFP,389.0,,143,Đen,9 giờ,,600000000
car,Vinfast,2021,3,Hết bảo hành,59169.0,355.0,47.0 kWh,NMC,501,,149.0,Đỏ,7-8 giờ,,547940000
car,Hyundai,2024,3,Hết bảo hành,24558.0,287.0,45.6 kWh,NMC,355.0,,168.0,Trắng,10 giờ,,600000000
car,Vinfast,2022,3,Hết bảo hành,15482,365.0,56.7 kWh,NMC,556.0,,171,Xám,7-8 giờ,,600000000
car,Hyundai,2040,2,Hết bảo hành,66887.0,334,60.2 kWh,NMC,334,,156.0,Đỏ,6 giờ,,600000000
car,Wuling,2023,3,Hết bảo hành,36885.0,284,40.9 kWh,LFP,110,,179.0,Đỏ,7-8 giờ,,583550000
car,Vinfast,2040,3,Hết bảo hành,25311,255.0,44.5 kWh,LFP,519.0,,159.0,Trắng,8 giờ,,600000000
car,Vinfast,2023,3,Hết bảo hành,13914,262,60.8 kWh,NMC,572,,179.0,Xám,10 giờ,,584020000
car,Vinfast,2023,1,Còn bảo hành chính hãng,6528.0,371,48.7 kWh,LFP,495.0,,148.0,Đỏ,9 giờ,,600000000
car,Vinfast,2021,2,Hết bảo hành,24154,341,49.7 kWh,NMC,317.0,,147.0,Xám,10 giờ,,558430000
car,Vinfast,2022,2,Hết bảo hành,69003,289.0,60.8 kWh,LFP,282,,162,Đỏ,7-8 giờ,,540040000
car,Kia,2022,3,Hết bảo hành,30432,323,54.4 kWh,NMC,398.0,,147.0,Đen,8 giờ,,576240000
car,Kia,2022,2,Hết bảo hành,22019.0,303,51.9 kWh,NMC,340,,167.0,Trắng,6 giờ,,570540000
car,Vinfast,2040,2,Hết bảo hành,54261,302,45.0 kWh,NMC,161,,151,Bạc,7-8 giờ,,600000000
car,Vinfast,2040,2,Hết bảo hành,49851,341,50.1 kWh,NMC,188.0,,149.0,Đen,7-8 giờ,,600000000
car,Wuling,2040,3,Hết bảo hành,68839.0,365.0,61.2 kWh,LFP,416.0,,148.0,Xám,6 giờ,,600000000
car,Wuling,2022,2,Hết bảo hành,14764,250,51.2 kWh,NMC,137.0,,146.0,Bạc,6 giờ,,547640000
car,Kia,2023,2,Hết bảo hành,36326.0,298.0,47.8 kWh,LFP,111,,148.0,Trắng,7-8 giờ,,590870000
car,Vinfast,2023,2,Hết bảo hành,37138.0,321,58.4 kWh,NMC,501,,149.0,Xám,9 giờ,,600000000
car,Wuling,2021,2,Hết bảo hành,67439.0,346.0,50.2 kWh,LFP,385.0,,161,Xám,10 giờ,,539280000
car,Vinfast,2021,1,Còn bảo hành chính hãng,9529.0,258.0,48.5 kWh,LFP,509.0,,153,Bạc,8 giờ,,524210000
car,Vinfast,2021,3,Hết bảo hành,35428.0,269.0,59.4 kWh,NMC,302,,174,Trắng,9 giờ,,516800000
car,Vinfast,2040,2,Hết bảo hành,66262,331,43.6 kWh,LFP,334,,149.0,Đỏ,10 giờ,,600000000
car,Vinfast,2023,3,Hết bảo hành,27993,279.0,41 kWh,NMC,346.0,,153,Đỏ,9 giờ,,585470000
car,Hyundai,2023,2,Hết bảo hành,49670,284,45.7 kWh,LFP,189.0,,178.0,Đỏ,9 giờ,,577120000
car,Hyundai,2040,3,Hết bảo hàng,49164,325.0,48.9 kWh,LFP,189.0,,141,Trắng,8 giờ,,600000000
car,Kia,2021,2,Hết bảo hành,26584,301,56.9 kWh,NMC,402,,141,Xám,7-8 giờ,,537230000
car,Kia,2022,2,Hết bảo hàng,19620,353,51.7 kWh,LFP,297.0,,160,Bạc,8 giờ,,596730000
car,Wuling,2040,2,Hết bảo hành,45982,371,42.1 kWh,NMC,524,,143,Trắng,9 giờ,,600000000
car,Wuling,2022,2,Hết bảo hàng,57547.0,279.0,41 kWh,NMC,552,,141,Xám,7-8 giờ,,540770000
car,Wuling,2023,3,Hết bảo hành,48088.0,269.0,48.5 kWh,NMC,204,,164,Trắng,9 giờ,,570430000
car,Vinfast,2023,3,Hết bảo hành,52214,357.0,41.5 kWh,LFP,438.0,,158.0,Trắng,9 giờ,,600000000
car,Hyundai,2021,2,Hết bảo hành,25854,256.0,49.1 kWh,NMC,428.0,,142,Bạc,10 giờ,,515080000
car,Wuling,2040,3,Hết bảo hành,55896.0,358.0,52.4 kWh,LFP,140,,153,Đỏ,9 giờ,,600000000
car,Hyundai,2022,2,Hết bảo hành,37203,364,53.7 kWh,NMC,396.0,,141,Trắng,6 giờ,,593450000
car,Hyundai,2023,1,Còn bảo hành chính hãng,9105.0,276.0,41.4 kWh,LFP,150,,158.0,Trắng,9 giờ,,593430000
car,Wuling,2021,2,Hết bảo hành,54443,314,55.5 kWh,LFP,373,,155.0,Trắng,6 giờ,,529750000
car,Vinfast,2040,3,Hết bảo hành,19647.0,376.0,44.3 kWh,NMC,524,,143,Xám,7-8 giờ,,600000000
car,Wuling,2040,3,Hết bảo hành,57537.0,250,60.5 kWh,NMC,234,,140,Đen,10 giờ,,586240000
car,Wuling,2023,3,Hết bảo hành,12376.0,298.0,46.3 kWh,LFP,126.0,,160,Bạc,6 giờ,,600000000
car,Vinfast,2023,3,Hết bảo hành,55703,358.0,46.2 kWh,LFP,404,,177.0,Trắng,10 giờ,,600000000
car,Wuling,2021,2,Hết bảo hành,30211,323,55.9 kWh,NMC,114,,172,Đen,10 giờ,,546390000
car,Vinfast,2023,2,Hết bảo hành,35308.0,376.0,58.1 kWh,LFP,588.0,,170,Đen,10 giờ,,600000000
car,Wuling,2021,2,Hết bảo hành,17939.0,294,46.1 kWh,NMC,438.0,,165.0,Đỏ,7-8 giờ,,538080000
car,Wuling,2040,3,Hết bảo hành,20440,262,50.4 kWh,NMC,105.0,,150,Trắng,6 giờ,,600000000
motorbike,Yadea,2040,1,Còn bảo hành chính hãng,12297.0,183,3.1 kWh,NMC,579.0,60 tháng,92,Trắng,6-8 giờ,,44560000
motorbike,Vinfast,2040,1,Còn bảo hành chính hãng,7166.0,136.0,2.1 kWh,LFP,81,24 tháng,73,Xanh,6-8 giờ,,35550000
motorbike,NIU,2040,1,Còn bảo hành chính hãng,16879.0,129.0,2.1 kWh,NMC,100,48 tháng,96.0,Trắng,3-4 giờ,,33640000
motorbike,Yadea,2040,1,Còn bảo hành chính hãng,21059.0,100,3.3 kWh,NMC,246.0,36 tháng,93,Xanh,5h,,44800000
motorbike,NIU,2040,1,Còn bảo hành chính hãng,3337.0,163,2.2 kWh,Lithium-ion,182,36 tháng,75.0,Đen,4 giờ,,37320000
motorbike,Pega,2040,1,Còn bảo hành chính hãng,21688.0,113,3.9 kWh,NMC,428.0,36 tháng,100,Vàng,5h,,50000000
motorbike,Vinfast,2040,1,Còn bảo hành chính hãng,7681,145.0,3.1 kWh,Lithium-ion,106.0,48 tháng,74,Đen,3-4 giờ,,45470000
motorbike,Dat Bike,2040,1,Còn bảo hành chính hãng,18313,169.0,3.8 kWh,NMC,457.0,24 tháng,101,Đen,7 giờ,,50000000
motorbike,Yadea,2040,1,Còn bảo hành chính hãng,18045.0,147.0,2.9 kWh,NMC,268.0,24 tháng,88.0,Xanh,5h,,41390000
motorbike,NIU,2040,1,Còn bảo hành chính hãng,2475.0,189.0,3.2 kWh,NMC,86.0,48 tháng,76.0,Đỏ,7 giờ,,47470000
motorbike,Pega,2040,1,Còn bảo hành chính hãng,25688.0,132,3.9 kWh,NMC,369.0,24 tháng,86.0,Đen,4 giờ,,49860000
motorbike,Vinfast,2040,1,Còn bảo hành chính hãng,22402,120,3.6 kWh,NMC,178.0,24 tháng,82,Vàng,6-8 giờ,,47550000
motorbike,Honda,2040,1,Còn bảo hành chính hãng,13971,195.0,2.7 kWh,LFP,124,48 tháng,96.0,Đen,3-4 giờ,,40210000
car,Vinfast,2040,2,Hết bảo hành,49499.0,378.0,51.1 kWh,NMC,361,,147.0,Bạc,6 giờ,,600000000
car,Wuling,2040,3,Hết bảo hành,19125.0,326.0,57.0 kWh,LFP,389.0,,143,Đen,9 giờ,,600000000
car,Hyundai,2040,3,Hết bảo hàng,24558.0,287.0,45.6 kWh,NMC,355.0,,168.0,Trắng,10 giờ,,600000000
car,Kia,2021,2,Hết bảo hàng,26584,301,56.9 kWh,NMC,402,,141,Xám,7-8 giờ,,537230000
car,Wuling,2040,2,Hết bảo hàng,45982,371,42.1 kWh,NMC,524,,143,Trắng,9 giờ,,600000000
car,Hyundai,2021,2,Hết bảo hàng,25854,256.0,49.1 kWh,NMC,428.0,,142,Bạc,10 giờ,,515080000
car,Wuling,2021,2,Hết bảo hàng,54443,314,55.5 kWh,LFP,373,,155.0,Trắng,6 giờ,,529750000
car,Wuling,2021,2,Hết bảo hàng,30211,323,55.9 kWh,NMC,114,,172,Đen,10 giờ,,546390000
car,Wuling,2021,2,Hết bảo hàng,17939.0,294,46.1 kWh,NMC,438.0,,165.0,Đỏ,7-8 giờ,,538080000
car,Mini,2023,1,Còn bảo hành chính hãng,11000,230,32 kWh,NMC,100,,150,Xanh ngọc,6 giờ,,620000000
car,Vinfast,2022,2,Hết bảo hành,48000,300,82 kWh,LFP,400,,175.0,Trắng,6-8 giờ,,650000000
car,Vinfast,2022,3,Hết bảo hành,65000,280,60 kWh,LFP,550,,150,Bạc,6 giờ,,500000000
car,Vinfast,2023,2,Còn bảo hành chính hãng,20000,310,82 kWh,LFP,180,,175.0,Đen,6-8 giờ,,630000000
car,BYD,2024,1,Còn bảo hành chính hãng,8000,400,60 kWh,LFP,80,,160,Xám,7 giờ,,610000000
car,Wuling,2023,2,Hết bảo hành,28000,170,27 kWh,LFP,250,,100,Đỏ,8 giờ,,190000000
car,Vinfast,2021,4,Hết bảo hành,75000,270,60 kWh,LFP,600,,150,Trắng,6 giờ,,450000000
car,Vinfast,2022,3,Hết bảo hành,52000,290,82 kWh,LFP,420,,175.0,Xanh,6-8 giờ,,680000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,9000,350,60 kWh,LFP,80,,150,Trắng,6 giờ,,580000000
car,Mini,2022,3,Hết bảo hành,35000,210,32 kWh,NMC,300,,150,Vàng,6 giờ,,520000000
car,Vinfast,2021,4,Hết bảo hành,90000,260,82 kWh,LFP,750,,175.0,Đen,6-8 giờ,,600000000
car,Wuling,2022,3,Hết bảo hành,40000,160,27 kWh,LFP,400,,100,Trắng,8 giờ,,160000000
car,Vinfast,2023,2,Còn bảo hành chính hãng,15000,350,60 kWh,LFP,130,,150,Đỏ,6 giờ,,590000000
car,BYD,2023,2,Còn bảo hành chính hãng,15000,420,60 kWh,LFP,150,,160,Xanh,7 giờ,,630000000
car,Vinfast,2021,4,Hết bảo hành,80000,250,60 kWh,LFP,650,,150,Xám,6 giờ,,480000000
car,Mini,2021,4,Hết bảo hành,50000,200,32 kWh,NMC,450,,150,Đen,6 giờ,,450000000
car,Wuling,2024,1,Còn bảo hành chính hãng,500,170,27 kWh,LFP,10,,100,Trắng,8 giờ,,220000000
car,Vinfast,2023,1,Còn bảo hành chính hãng,10000,310,82 kWh,LFP,90,,175.0,Trắng,6-8 giờ,,690000000
car,Vinfast,2023,3,Hết bảo hành,25000,290,60 kWh,LFP,220,,150,Đen,6 giờ,,540000000
car,BYD,2022,3,Hết bảo hành,30000,380,60 kWh,LFP,300,,160,Đỏ,7 giờ,,570000000
car,Mini,2022,2,Hết bảo hành,30000,210,32 kWh,NMC,250,,150,Xanh,6 giờ,,550000000
car,Wuling,2023,2,Hết bảo hành,22000,170,27 kWh,LFP,200,,100,Xám,8 giờ,,180000000
car,Vinfast,2021,4,Hết bảo hành,95000,240,82 kWh,LFP,800,,175.0,Xám,6-8 giờ,,550000000
car,Vinfast,2023,2,Còn bảo hành chính hãng,18000,300,82 kWh,LFP,160,,175.0,Bạc,6-8 giờ,,640000000
car,BYD,2023,1,Còn bảo hành chính hãng,12000,400,60 kWh,LFP,120,,160,Trắng,7 giờ,,650000000
car,Wuling,2024,1,Còn bảo hành chính hãng,3000,170,27 kWh,LFP,50,,100,Vàng,8 giờ,,210000000
car,Vinfast,2022,3,Hết bảo hành,40000,350,60 kWh,LFP,350,,150,Xanh,6 giờ,,550000000
car,Mini,2023,1,Còn bảo hành chính hãng,8000,230,32 kWh,NMC,70,,150,Đỏ,6 giờ,,630000000
car,Wuling,2022,3,Hết bảo hành,45000,160,27 kWh,LFP,450,,100,Xanh,8 giờ,,150000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,5000,310,82 kWh,LFP,50,,175.0,Đen,6-8 giờ,,680000000
car,Vinfast,2023,2,Hết bảo hành,20000,350,60 kWh,LFP,180,,150,Trắng,6 giờ,,570000000
car,BYD,2022,2,Hết bảo hành,25000,380,60 kWh,LFP,250,,160,Bạc,7 giờ,,600000000
car,Mini,2021,4,Hết bảo hành,55000,200,32 kWh,NMC,500,,150,Bạc,6 giờ,,400000000
car,Wuling,2023,3,Hết bảo hành,35000,160,27 kWh,LFP,350,,100,Trắng,8 giờ,,170000000
car,Vinfast,2022,3,Hết bảo hành,60000,280,82 kWh,LFP,500,,175.0,Trắng,6-8 giờ,,620000000
car,Vinfast,2023,1,Còn bảo hành chính hãng,12000,350,60 kWh,LFP,110,,150,Đen,6 giờ,,600000000
car,BYD,2024,1,Còn bảo hành chính hãng,6000,420,60 kWh,LFP,60,,160,Xám,7 giờ,,640000000
car,Mini,2022,3,Hết bảo hành,40000,210,32 kWh,NMC,350,,150,Đen,6 giờ,,300000000
car,Wuling,2024,1,Còn bảo hành chính hãng,1000,170,27 kWh,LFP,20,,100,Đỏ,8 giờ,,218000000
car,Vinfast,2021,4,Hết bảo hành,70000,270,60 kWh,LFP,580,,150,Đỏ,6 giờ,,490000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,8000,310,82 kWh,LFP,70,,175.0,Xám,6-8 giờ,,690000000
car,BYD,2023,2,Hết bảo hành,20000,400,60 kWh,LFP,200,,160,Xanh,7 giờ,,620000000
car,Mini,2023,2,Còn bảo hành chính hãng,15000,230,32 kWh,NMC,150,,150,Trắng,6 giờ,,600000000
car,Wuling,2022,4,Hết bảo hành,50000,160,27 kWh,LFP,500,,100,Đen,8 giờ,,140000000
car,Vinfast,2022,3,Hết bảo hành,45000,290,60 kWh,LFP,400,,150,Đen,6 giờ,,520000000
car,BYD,2021,4,Hết bảo hành,60000,350,60 kWh,LFP,500,,160,Trắng,7 giờ,,450000000
motorbike,NIU,2024,1,Bảo hành đại lý,10884,140,3.3 kWh,Lithium-ion,122,,108.0,Đen,,,40654000
motorbike,Yadea,2021,4,Hết bảo hành,55639.0,76.0,2.1 kWh,Lithium-ion,795.0,,80,Đỏ,,,12574000
motorbike,Dat Bike,2021,3,Hết bảo hành,52157.0,81,52 Ah,Lithium-ion,545.0,,95.0,Trắng,,,14890000
motorbike,Vinfast,2020,4,Hết bảo hành,48317.0,103,66 Ah,Lithium-ion,732,,76.0,Đỏ,,,11545000
motorbike,NIU,2024,1,Còn bảo hành chính hãng,5553,106.0,69 Ah,Lithium-ion,132,,71,Đen,,,39414000
motorbike,Vinfast,2022,3,Hết bảo hành,42939.0,87.0,2.5 kWh,Lithium-ion,646.0,,98.0,Đen,,,19445000
motorbike,NIU,2021,4,Hết bảo hành,36098.0,79.0,43 Ah,Lithium-ion,737.0,,93,Đỏ,,,12030000
motorbike,NIU,2023,1,Còn bảo hành chính hãng,9231,83,54 Ah,Lithium-ion,169.0,,75.0,Xanh,,,34517000
motorbike,NIU,2024,1,Còn bảo hành chính hãng,12360,91,2.5 kWh,Lithium-ion,181,,97.0,Trắng,,,34659000
motorbike,Yamaha,2022,3,Hết bảo hành,21689.0,76.0,50 Ah,Lithium-ion,599.0,,71,Xanh,,,17205000
motorbike,Yamaha,2025,1,Còn bảo hành chính hãng,3723,121,77 Ah,Lithium-ion,285.0,,77.0,Đen,,,39695000
motorbike,Pega,2025,2,Bảo hành đại lý,10555.0,91,56 Ah,Lithium-ion,228.0,,102,Đen,,,31766000
motorbike,Yamaha,2020,3,Hết bảo hành,48386.0,97.0,62 Ah,Lithium-ion,449.0,,99.0,Đen,,,18247000
motorbike,Yadea,2021,3,Bảo hành đại lý,24846.0,98.0,63 Ah,Lithium-ion,307.0,,80,Xanh,,,25178000
motorbike,Yadea,2022,2,Bảo hành đại lý,17300,84,54 Ah,Lithium-ion,319.0,,89.0,Đỏ,,,23112000
motorbike,Dat Bike,2023,1,Còn bảo hành chính hãng,13866.0,88.0,57 Ah,Lithium-ion,231,,98.0,Đỏ,,,31478000
motorbike,Yamaha,2024,1,Còn bảo hành chính hãng,6268.0,105.0,2.6 kWh,Lithium-ion,201,,102,Trắng,,,36402000
motorbike,Yadea,2025,1,Còn bảo hành chính hãng,5063,104,67 Ah,Lithium-ion,196.0,,89.0,Trắng,,,39130000
motorbike,Dat Bike,2023,1,Bảo hành đại lý,11025.0,123,3 kWh,Lithium-ion,136.0,,81,Đỏ,,,40461000
motorbike,NIU,2024,2,Còn bảo hành chính hãng,12170,113,73 Ah,Lithium-ion,277.0,,81,Đen,,,34509000
motorbike,NIU,2020,3,Hết bảo hành,50989.0,77.0,43 Ah,Lithium-ion,633,,79.0,Trắng,,,12497000
motorbike,Yamaha,2020,3,Hết bảo hành,40656.0,81,47 Ah,Lithium-ion,484,,83,Đỏ,,,16281000
motorbike,Yamaha,2021,3,Hết bảo hành,35087.0,79.0,45 Ah,Lithium-ion,539.0,,82,Đen,,,16353000
motorbike,Vinfast,2024,2,Bảo hành đại lý,12028.0,94,2.6 kWh,Lithium-ion,225.0,,70,Xanh,,,34763000
motorbike,Yadea,2023,2,Bảo hành đại lý,13778.0,128.0,3.5 kWh,Lithium-ion,199.0,,85.0,Đỏ,,,41617000
motorbike,NIU,2020,3,Hết bảo hành,48754,83,52 Ah,Lithium-ion,601,,98.0,Xanh,,,15949000
motorbike,Pega,2021,3,Hết bảo hành,23293,87.0,55 Ah,Lithium-ion,595.0,,108.0,Đen,,,17805000
motorbike,Yamaha,2022,3,Hết bảo hành,46399.0,111,70 Ah,Lithium-ion,558.0,,84,Trắng,,,17195000
motorbike,NIU,2024,2,Bảo hành đại lý,11894,132,3.5 kWh,Lithium-ion,117.0,,89.0,Đỏ,,,46083000
motorbike,NIU,2025,1,Còn bảo hành chính hãng,11211,105.0,2.6 kWh,Lithium-ion,275.0,,79.0,Đen,,,36287000
motorbike,Yadea,2021,3,Hết bảo hành,39352,81,53 Ah,Lithium-ion,692,,86.0,Xanh,,,12866000
motorbike,Pega,2023,1,Còn bảo hành chính hãng,5156.0,89.0,57 Ah,Lithium-ion,178.0,,78.0,Đen,,,36582000
motorbike,Vinfast,2025,1,Còn bảo hành chính hãng,13367.0,96.0,2.4 kWh,Lithium-ion,265.0,,78.0,Xanh,,,33887000
motorbike,Pega,2021,3,Hết bảo hành,58807.0,108.0,68 Ah,Lithium-ion,798.0,,77.0,Đỏ,,,11904000
motorbike,NIU,2024,2,Bảo hành đại lý,13164,103,65 Ah,Lithium-ion,199.0,,71,Trắng,,,36130000
motorbike,Vinfast,2021,3,Hết bảo hành,39281,118.0,75 Ah,Lithium-ion,492,,95.0,Trắng,,,22678000
motorbike,Dat Bike,2020,3,Hết bảo hành,52150,104,68 Ah,Lithium-ion,775.0,,97.0,Đỏ,,,12349000
motorbike,Yamaha,2021,4,Hết bảo hành,50645.0,90,57 Ah,Lithium-ion,680,,85.0,Đỏ,,,12595000
motorbike,Pega,2021,3,Bảo hành đại lý,24773,119.0,76 Ah,Lithium-ion,469.0,,108.0,Xanh,,,25227000
motorbike,Yamaha,2021,4,Hết bảo hành,37172,78.0,43 Ah,Lithium-ion,646.0,,104,Trắng,,,14890000
motorbike,NIU,2020,3,Hết bảo hành,54117.0,78.0,43 Ah,Lithium-ion,602,,96.0,Đen,,,13788000
motorbike,Dat Bike,2024,2,Còn bảo hành chính hãng,11181,89.0,57 Ah,Lithium-ion,117.0,,98.0,Xanh,,,37703000
motorbike,NIU,2025,1,Còn bảo hành chính hãng,10996.0,104,66 Ah,Lithium-ion,128.0,,78.0,Xanh,,,38965000
motorbike,Pega,2021,3,Hết bảo hành,23270,78.0,49 Ah,Lithium-ion,663,,79.0,Đen,,,15886000
motorbike,NIU,2023,2,Bảo hành đại lý,10738.0,92,60 Ah,Lithium-ion,108.0,,80,Đen,,,34526000
motorbike,Yamaha,2020,3,Hết bảo hành,50875.0,79.0,45 Ah,Lithium-ion,793,,101,Trắng,,,10651000
motorbike,NIU,2024,1,Còn bảo hành chính hãng,1015.0,131,3.5 kWh,Lithium-ion,176.0,,87.0,Xanh,,,44487000
motorbike,Yadea,2020,4,Hết bảo hành,59367.0,72,42 Ah,Lithium-ion,779.0,,75.0,Xanh,,,10000000
motorbike,NIU,2021,4,Hết bảo hành,50853,73,2.1 kWh,Lithium-ion,645.0,,105.0,Bạc,,,15814000
motorbike,Yamaha,2023,1,Còn bảo hành chính hãng,12170,113,73 Ah,Lithium-ion,225.0,,96.0,Trắng,,,36798000
bike,Pega,2025,1,Bảo hành đại lý,2477.0,55.0,17 Ah,Lithium-ion,117.0,,34,Đen,,,15888000
bike,Giant,2020,3,Hết bảo hành,18520,38.0,12 Ah,Lithium-ion,646.0,,27.0,Đỏ,,,5519000
bike,Asama,2020,3,Hết bảo hành,13367.0,60,19 Ah,Lithium-ion,617.0,,23,Trắng,,,10664000
bike,Pega,2022,3,Hết bảo hành,15830,58.0,18 Ah,Lithium-ion,332,,28.0,Đen,,,15510000
bike,Bridgestone,2024,1,Bảo hành đại lý,12921,46.0,14 Ah,Lithium-ion,128.0,,28.0,Đen,,,13781000
bike,Bridgestone,2025,1,Còn bảo hành chính hãng,3464,52,15 Ah,Lithium-ion,142,,34,Vàng,,,13797000
bike,Asama,2020,4,Hết bảo hành,17521,33,11 Ah,Lithium-ion,793,,32,Đỏ,,,5000000
bike,Xiaomi,2024,1,Còn bảo hành chính hãng,4107.0,50,15 Ah,Lithium-ion,169.0,,29.0,Trắng,,,14157000
bike,Giant,2025,1,Còn bảo hành chính hãng,3919.0,73,22 Ah,Lithium-ion,108.0,,29.0,Đen,,,23306000
bike,Yamaha,2022,3,Hết bảo hành,16442,63,20 Ah,Lithium-ion,448.0,,25.0,Đỏ,,,16812000
bike,Yamaha,2025,1,Bảo hành đại lý,412,73,23 Ah,Lithium-ion,60,,32,Bạc,,,20917000
bike,Giant,2023,1,Bảo hành đại lý,10996.0,43,13 Ah,Lithium-ion,141,,32,Xanh,,,14285000
bike,Xiaomi,2021,3,Hết bảo hành,15667.0,50,15 Ah,Lithium-ion,509.0,,29.0,Xanh,,,13106000
bike,Pega,2020,3,Hết bảo hành,14521,68.0,21 Ah,Lithium-ion,737.0,,31,Đen,,,11802000
bike,Giant,2018,4,Hết bảo hành,18274,48.0,15 Ah,Lithium-ion,652,,33,Đỏ,,,7015000
bike,Yamaha,2024,1,Còn bảo hành chính hãng,12170,47.0,14 Ah,Lithium-ion,155.0,,25.0,Đỏ,,,13745000
bike,Xiaomi,2022,3,Hết bảo hành,19352,33,11 Ah,Lithium-ion,599.0,,21,Trắng,,,7580000
bike,Bridgestone,2023,1,Bảo hành đại lý,4553,54,17 Ah,Lithium-ion,157.0,,33,Đỏ,,,15155000
